,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
922,And We Danced,The Australian Ballet has evolved to become our nations most treasured performing arts company and an icon of dance. And We Danced looks back to reveal what has shaped this world-class institution and made it uniquely ours.,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1945H_60da86d6e92a6.jpg,https://iview.abc.net.au/show/and-we-danced,arts-and-culture And We Danced The Australian Ballet has evolved to become our nations most treasured performing arts company and an icon of dance. And We Danced looks back to reveal what has shaped this world-class institution and made it uniquely ours.,artsandculture danced australian ballet evolved become nation treasured performing art company icon dance danced look back reveal shaped worldclass institution made uniquely,9
923,Deadly Family Portraits: Electric Mimili,"Robert Fielding and Zaachariaha Fielding tell their story about reconnecting to culture and identity in their home of Mimili, in the far north-west of South Australia.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1830S001S00_5d47ca568feef.jpg,https://iview.abc.net.au/show/deadly-family-portraits-electric-mimili/video/AC1830S001S00,"arts-and-culture Deadly Family Portraits: Electric Mimili Robert Fielding and Zaachariaha Fielding tell their story about reconnecting to culture and identity in their home of Mimili, in the far north-west of South Australia.",artsandculture deadly family portrait electric mimili robert fielding zaachariaha fielding tell story reconnecting culture identity home mimili far northwest south australia,2
924,Dyad 1929,"Wayne McGregor's Dyad 1929, made on The Australian Ballet and featuring an electrifying score by Steve Reich, tests the limits of classical movement in a laboratory-white set.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2974A001S00_60ac35de42352_1280.jpg,https://iview.abc.net.au/show/dyad-1929/video/ZW2974A001S00,"arts-and-culture Dyad 1929 Wayne McGregor's Dyad 1929, made on The Australian Ballet and featuring an electrifying score by Steve Reich, tests the limits of classical movement in a laboratory-white set.",artsandculture dyad 1929 wayne mcgregors dyad 1929 made australian ballet featuring electrifying score steve reich test limit classical movement laboratorywhite set,4
925,Opera on Sydney Harbour: Carmen,"Opera Australia performs Bizet's Carmen, against the backdrop of Sydney Harbour. Naive soldier Don Jose abandons his childhood sweetheart and deserts the army when he falls under the spell of an alluring gypsy.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9546A001S00_6076451a49026_1280.jpg,https://iview.abc.net.au/show/opera-on-sydney-harbour-carmen/video/ZX9546A001S00,"arts-and-culture Opera on Sydney Harbour: Carmen Opera Australia performs Bizet's Carmen, against the backdrop of Sydney Harbour. Naive soldier Don Jose abandons his childhood sweetheart and deserts the army when he falls under the spell of an alluring gypsy.",artsandculture opera sydney harbour carmen opera australia performs bizet carmen backdrop sydney harbour naive soldier jose abandon childhood sweetheart desert army fall spell alluring gypsy,6
926,Elders,Two Elders feel that their grandson is old enough to learn important lessons that will equip him with the tools to maintain the future survival of his culture. But is he ready for the challenge that is placed before him?,arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1802V001S00_5f97abe755a94.jpg,https://iview.abc.net.au/show/elders/video/IP1802V001S00,arts-and-culture Elders Two Elders feel that their grandson is old enough to learn important lessons that will equip him with the tools to maintain the future survival of his culture. But is he ready for the challenge that is placed before him?,artsandculture elder two elder feel grandson old enough learn important lesson equip tool maintain future survival culture ready challenge placed,6
927,Peter And The Wolf: Narrated By Miriam Margolyes,"A combination of symphony and storytelling, about a boy named Peter and the various animals he meets, each represented by a particular instrument and musical theme. Music by the Adelaide Symphony Orchestra.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2971A001S00_60ac394bdb47b_1280.jpg,https://iview.abc.net.au/show/peter-and-the-wolf-narrated-by-miriam-margolyes/video/ZW2971A001S00,"arts-and-culture Peter And The Wolf: Narrated By Miriam Margolyes A combination of symphony and storytelling, about a boy named Peter and the various animals he meets, each represented by a particular instrument and musical theme. Music by the Adelaide Symphony Orchestra.",artsandculture peter wolf narrated miriam margolyes combination symphony storytelling boy named peter various animal meet represented particular instrument musical theme music adelaide symphony orchestra,4
928,Compass,"Compass explores the interface between religion and life as experienced by individuals and communities - including ordinary Australians, public leaders, religious thinkers and philosophers.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/rn/RN2011H_603f108d896c9_1280.jpg,https://iview.abc.net.au/show/compass,"arts-and-culture Compass Compass explores the interface between religion and life as experienced by individuals and communities - including ordinary Australians, public leaders, religious thinkers and philosophers.",artsandculture compass compass explores interface religion life experienced individual community including ordinary australian public leader religious thinker philosopher,6
929,Going Country,"Justine Clarke takes a road trip into the heart of Australian country music, discovering how these musicians capture who we are as a people and a nation.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC2011H_61777b11b094a_1920.jpg,https://iview.abc.net.au/show/going-country,"arts-and-culture Going Country Justine Clarke takes a road trip into the heart of Australian country music, discovering how these musicians capture who we are as a people and a nation.",artsandculture going country justine clarke take road trip heart australian country music discovering musician capture people nation,4
930,How To Paint The Mona Lisa,"Why is the Mona Lisa the most famous painting in the world? Artist Adebanji Alade, is unlocking the secrets of the world's most iconic painting by taking on the challenge of creating a gallery-worthy replica.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3244A001S00_61f8aa6b33fea.jpg,https://iview.abc.net.au/show/how-to-paint-the-mona-lisa/video/ZW3244A001S00,"arts-and-culture How To Paint The Mona Lisa Why is the Mona Lisa the most famous painting in the world? Artist Adebanji Alade, is unlocking the secrets of the world's most iconic painting by taking on the challenge of creating a gallery-worthy replica.",artsandculture paint mona lisa mona lisa famous painting world artist adebanji alade unlocking secret world iconic painting taking challenge creating galleryworthy replica,9
931,Songs Of Praise: National Trust,"The Rev Kate Bottley discovers how Christian reformers founded the National Trust 125 years ago, and we reflect with Bristol mayor and Christian Marvin Rees on the city's links to slavery.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3182A001S00_61ef4c4932e7a.jpg,https://iview.abc.net.au/show/songs-of-praise-national-trust/video/ZW3182A001S00,"arts-and-culture Songs Of Praise: National Trust The Rev Kate Bottley discovers how Christian reformers founded the National Trust 125 years ago, and we reflect with Bristol mayor and Christian Marvin Rees on the city's links to slavery.",artsandculture song praise national trust rev kate bottley discovers christian reformer founded national trust 125 year ago reflect bristol mayor christian marvin rees city link slavery,6
932,Deadly Family Portraits: Sansbury Sisters,"Sisters Taree and Caleena Sansbury move seamlessly together as they dance across the stage, with connection to culture and a strong female energy present in every step.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1828H001S00_5d47ca56388ba.jpg,https://iview.abc.net.au/show/deadly-family-portraits-sansbury-sisters/video/AC1828H001S00,"arts-and-culture Deadly Family Portraits: Sansbury Sisters Sisters Taree and Caleena Sansbury move seamlessly together as they dance across the stage, with connection to culture and a strong female energy present in every step.",artsandculture deadly family portrait sansbury sister sister taree caleena sansbury move seamlessly together dance across stage connection culture strong female energy present every step,3
933,Recovery: The Mayhem,"From 1996-2000 Recovery graced our Saturday morning TV with music, stories from around the country and all kinds of live TV shenanigans. The audience was never quite sure what they'd just seen and what mayhem was up next.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/lr/LR1930H_5dcc8b7d12aa6_1280.jpg,https://iview.abc.net.au/show/recovery-the-mayhem,"arts-and-culture Recovery: The Mayhem From 1996-2000 Recovery graced our Saturday morning TV with music, stories from around the country and all kinds of live TV shenanigans. The audience was never quite sure what they'd just seen and what mayhem was up next.",artsandculture recovery mayhem 19962000 recovery graced saturday morning tv music story around country kind live tv shenanigan audience never quite sure theyd seen mayhem next,4
934,Art Works,"Art Works is dedicated to exploring the full spectrum of the arts in Australia. Hosted by arts broadcaster Namila Benson, Art Works will reset the national artistic conversation featuring a palette of ideas for everyone.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/ac/AC2012H_60827343dc168_1920.jpg,https://iview.abc.net.au/show/art-works,"arts-and-culture Art Works Art Works is dedicated to exploring the full spectrum of the arts in Australia. Hosted by arts broadcaster Namila Benson, Art Works will reset the national artistic conversation featuring a palette of ideas for everyone.",artsandculture art work art work dedicated exploring full spectrum art australia hosted art broadcaster namila benson art work reset national artistic conversation featuring palette idea everyone,6
935,Between A Frock And A Hard Place,"Narrated by Terence Stamp, this is the story behind one of the world's most loved films, The Adventures of Priscilla, Queen of the Desert.",arts-and-culture,https://cdn.iview.abc.net.au/thumbs/i/do/DO1345H001S00_594224c2b6cbe_1280.jpg,https://iview.abc.net.au/show/between-a-frock-and-a-hard-place/video/DO1345H001S00,"arts-and-culture Between A Frock And A Hard Place Narrated by Terence Stamp, this is the story behind one of the world's most loved films, The Adventures of Priscilla, Queen of the Desert.",artsandculture frock hard place narrated terence stamp story behind one world loved film adventure priscilla queen desert,5
